Time Stamp,Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Absolute Pressure (TSM) (hPa),Pitch Angle (Degrees),Roll Angle (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_30_24,2.16,193,0.45,1.98,-0.72,27.24,49.19,964.82,-0.3,0.4,33.77,56.91,37.06,963.07
2025_10_9_13_30_24,2.7,168,-0.56,2.56,-0.68,27.28,49.22,964.83,1,1.4,33.76,56.95,37.04,963.15
2025_10_9_13_30_24,3.38,157,-1.3,3.05,-0.66,27.26,49.21,964.83,1,0.3,33.78,56.97,37.06,963.07
2025_10_9_13_30_24,2.72,184,0.19,2.45,-1.16,27.2,49.24,964.83,0.6,-1.3,33.78,56.91,37.06,962.96
2025_10_9_13_30_25,2.68,193,0.53,2.36,-1.15,27.25,49.22,964.82,1.5,2.8,33.77,56.87,37.06,963.07
2025_10_9_13_30_25,2.61,192,0.47,2.3,-1.15,27.23,49.18,964.82,1.4,0.3,33.8,56.89,37.04,963.03
2025_10_9_13_30_25,2.75,189,0.4,2.42,-1.24,27.26,49.26,964.83,0,-0.4,33.77,56.9,37.06,962.96
2025_10_9_13_30_25,2.5,189,0.37,2.25,-1.04,27.22,49.19,964.81,2.1,0.6,33.79,56.92,37.06,963.19
2025_10_9_13_30_25,2.53,192,0.47,2.27,-1,27.2,49.19,964.82,1.7,-0.4,33.78,56.93,37.06,963.07
2025_10_9_13_30_26,2.53,193,0.54,2.32,-0.85,27.2,49.21,964.82,-0.2,1.1,33.79,56.92,37.06,962.96
2025_10_9_13_30_26,2.6,192,0.52,2.37,-0.92,27.2,49.19,964.81,0.9,1.2,33.79,56.92,37.06,963.07
2025_10_9_13_30_26,2.72,193,0.56,2.42,-1.11,27.15,49.22,964.81,2,-0.8,33.79,56.92,37.06,963.19
2025_10_9_13_30_26,2.67,194,0.58,2.37,-1.09,27.21,49.22,964.82,1.5,-0.2,33.8,56.89,37.06,962.96
2025_10_9_13_30_26,2.54,193,0.52,2.29,-0.99,27.2,49.19,964.83,2,1.6,33.79,56.92,37.08,963.11
2025_10_9_13_30_27,2.66,195,0.65,2.37,-1.02,27.26,49.23,964.82,0.8,0.4,33.79,56.9,37.06,963.07
2025_10_9_13_30_27,2.5,195,0.58,2.25,-0.93,27.26,49.22,964.82,1.7,-0.1,33.8,56.91,37.06,963.07
2025_10_9_13_30_27,2.78,193,0.56,2.53,-0.99,27.23,49.27,964.82,1.5,1,33.79,56.93,37.06,963.07
2025_10_9_13_30_27,2.4,190,0.36,2.12,-1.06,27.22,49.22,964.82,0.5,1.4,33.79,56.89,37.06,963.07
2025_10_9_13_30_27,2.53,191,0.43,2.29,-0.97,27.2,49.24,964.83,1.8,-1.3,33.81,56.91,37.08,963.23
2025_10_9_13_30_28,2.27,195,0.55,2.02,-0.87,27.18,49.27,964.83,0.6,0.2,33.79,56.92,37.08,963.23
2025_10_9_13_30_28,2.36,190,0.36,2.02,-1.16,27.22,49.24,964.83,1.1,2.4,33.79,56.87,37.08,963.11
2025_10_9_13_30_28,2.77,190,0.43,2.44,-1.23,27.17,49.25,964.82,0.8,-0.2,33.81,56.91,37.08,963.11
2025_10_9_13_30_28,2.76,192,0.53,2.4,-1.26,27.2,49.24,964.82,1.5,-0.5,33.8,56.92,37.08,963.23
2025_10_9_13_30_28,2.47,189,0.36,2.16,-1.14,27.19,49.26,964.82,1.7,0.4,33.82,56.9,37.08,963.11
2025_10_9_13_30_29,2.77,195,0.65,2.42,-1.19,27.24,49.25,964.82,0.6,0.1,33.82,56.93,37.08,963.11
2025_10_9_13_30_29,2.75,193,0.56,2.39,-1.25,27.22,49.25,964.83,0.6,1.3,33.8,56.92,37.08,962.99
2025_10_9_13_30_29,2.6,192,0.48,2.25,-1.2,27.23,49.24,964.83,1.6,-0.4,33.81,56.94,37.08,963.11
2025_10_9_13_30_29,2.73,191,0.48,2.4,-1.21,27.26,49.25,964.83,0.4,-1,33.82,56.92,37.08,963.11
2025_10_9_13_30_29,2.52,191,0.43,2.19,-1.18,27.28,49.24,964.83,1.1,1.9,33.82,56.94,37.08,963.11
2025_10_9_13_30_30,2.46,191,0.42,2.16,-1.08,27.2,49.26,964.83,1.7,-1.4,33.8,56.94,37.08,963.11
2025_10_9_13_30_30,2.08,193,0.39,1.72,-1.12,27.22,49.26,964.84,0.6,-0.2,33.82,56.91,37.08,963.11
2025_10_9_13_30_30,2.2,194,0.5,1.96,-0.85,27.26,49.3,964.84,0.2,1.9,33.81,56.91,37.08,962.99
2025_10_9_13_30_30,2.55,194,0.56,2.27,-1.01,27.22,49.28,964.83,1.9,-1.8,33.8,56.94,37.08,963.11
2025_10_9_13_30_30,2.57,194,0.56,2.3,-0.99,27.31,49.28,964.82,0.5,-0.5,33.81,56.94,37.09,963.15
2025_10_9_13_30_31,2.58,193,0.55,2.31,-1.02,27.24,49.24,964.82,-0.1,2.1,33.82,56.91,37.08,962.88
2025_10_9_13_30_31,2.74,195,0.68,2.45,-1.04,27.23,49.27,964.83,1.9,-0.1,33.81,56.92,37.08,963.11
2025_10_9_13_30_31,2.87,194,0.64,2.53,-1.19,27.23,49.27,964.83,1.2,0.4,33.8,56.85,37.08,963.23
2025_10_9_13_30_31,2.8,192,0.54,2.46,-1.22,27.24,49.26,964.82,1.2,-0.1,33.82,56.86,37.09,963.03
2025_10_9_13_30_31,2.88,195,0.65,2.51,-1.25,27.21,49.29,964.81,0,0.2,33.8,56.84,37.08,962.99
2025_10_9_13_30_32,2.8,195,0.63,2.43,-1.23,27.22,49.27,964.81,1.4,0.2,33.8,56.91,37.08,963.11
2025_10_9_13_30_32,2.6,195,0.58,2.21,-1.24,27.24,49.29,964.82,1.2,0.8,33.82,56.9,37.08,962.88
2025_10_9_13_30_32,2.32,184,0.16,2.04,-1.1,27.26,49.28,964.81,0.3,1.1,33.82,56.89,37.09,963.03
2025_10_9_13_30_32,1.93,193,0.38,1.64,-0.95,27.25,49.26,964.82,0.9,-1,33.82,56.96,37.09,963.15
2025_10_9_13_30_32,1.65,214,0.83,1.25,-0.69,27.29,49.26,964.81,-0.3,1.2,33.8,56.91,37.09,963.15
2025_10_9_13_30_33,1.33,205,0.47,1,-0.75,27.33,49.26,964.83,0.9,-0.3,33.79,56.9,37.08,962.99
2025_10_9_13_30_33,1.63,200,0.53,1.49,-0.42,27.29,49.25,964.81,1.2,-0.4,33.81,56.91,37.09,963.03
2025_10_9_13_30_33,2,202,0.71,1.72,-0.73,27.25,49.22,964.83,1.2,1.6,33.81,56.91,37.09,963.03
2025_10_9_13_30_33,1.87,202,0.67,1.63,-0.64,27.25,49.26,964.83,1.8,0.2,33.81,56.89,37.09,963.27
2025_10_9_13_30_33,2.24,192,0.4,1.93,-1.07,27.22,49.26,964.83,0.7,1.5,33.8,56.88,37.08,962.99
2025_10_9_13_30_34,2.41,188,0.29,2.12,-1.12,27.23,49.25,964.81,0.9,-0.2,33.81,56.92,37.09,963.15
2025_10_9_13_30_34,2.51,195,0.57,2.12,-1.22,27.25,49.24,964.82,1.6,0.6,33.81,56.93,37.09,962.92
2025_10_9_13_30_34,2.42,190,0.37,2.14,-1.08,27.27,49.26,964.82,1.9,0.8,33.79,56.92,37.09,963.03
2025_10_9_13_30_34,2.39,188,0.29,2.07,-1.17,27.26,49.27,964.83,-0.9,0.7,33.8,56.9,37.09,963.03
2025_10_9_13_30_34,2.2,184,0.15,1.93,-1.06,27.28,49.29,964.82,1.9,1.3,33.79,56.96,37.09,963.15
2025_10_9_13_30_35,2.14,196,0.55,1.89,-0.84,27.22,49.29,964.82,1.5,-1.9,33.81,56.92,37.09,962.92
2025_10_9_13_30_35,2.26,191,0.37,1.94,-1.1,27.26,49.29,964.81,0.4,0.3,33.8,56.95,37.09,963.15
2025_10_9_13_30_35,2.47,188,0.32,2.18,-1.12,27.19,49.26,964.84,1.8,1.5,33.82,56.94,37.11,963.07
2025_10_9_13_30_35,2.43,200,0.71,1.94,-1.28,27.21,49.24,964.82,1.9,-0.4,33.82,56.97,37.09,963.03
2025_10_9_13_30_35,2.65,195,0.61,2.26,-1.25,27.17,49.27,964.81,0.7,-0.1,33.82,56.94,37.11,963.07
2025_10_9_13_30_36,2.4,188,0.3,2.06,-1.19,27.2,49.29,964.82,1.7,0,33.8,56.89,37.09,963.03
2025_10_9_13_30_36,2.43,188,0.3,2.11,-1.16,27.23,49.25,964.82,1.3,1.2,33.82,56.96,37.11,963.07
2025_10_9_13_30_36,2.55,192,0.46,2.16,-1.28,27.21,49.34,964.8,1.4,1.7,33.82,56.92,37.11,962.96
2025_10_9_13_30_36,2.77,195,0.66,2.37,-1.27,27.24,49.3,964.82,-0.2,-0.1,33.8,56.94,37.11,963.07
2025_10_9_13_30_36,2.63,193,0.54,2.26,-1.22,27.28,49.27,964.82,1.1,1.4,33.82,56.9,37.11,963.07
2025_10_9_13_30_37,2.77,194,0.61,2.39,-1.25,27.22,49.3,964.8,0.5,-0.7,33.82,56.92,37.11,963.07
2025_10_9_13_30_37,2.39,186,0.21,2.12,-1.08,27.23,49.28,964.82,1.4,1.5,33.82,56.93,37.11,963.07
2025_10_9_13_30_37,2.46,191,0.41,2.08,-1.24,27.22,49.3,964.81,1.6,-0.3,33.81,56.97,37.11,963.07
2025_10_9_13_30_37,2.4,195,0.52,1.99,-1.24,27.24,49.3,964.82,0,1,33.82,56.94,37.11,962.96
2025_10_9_13_30_37,2.5,195,0.55,2.05,-1.31,27.2,49.29,964.8,1.1,0.4,33.84,56.96,37.11,963.19
2025_10_9_13_30_38,2.38,188,0.28,2.1,-1.09,27.2,49.3,964.82,1.3,-0.4,33.84,56.92,37.11,963.07
2025_10_9_13_30_38,2.46,186,0.24,2.17,-1.13,27.26,49.3,964.82,1.7,0.9,33.83,56.93,37.11,963.07
2025_10_9_13_30_38,2.6,192,0.47,2.27,-1.17,27.22,49.35,964.83,0.1,-1.4,33.86,56.9,37.11,963.07
2025_10_9_13_30_38,2.74,194,0.59,2.4,-1.18,27.21,49.3,964.82,0.7,2.6,33.87,56.92,37.11,963.07
2025_10_9_13_30_38,2.73,193,0.57,2.41,-1.14,27.23,49.28,964.81,1.6,-0.1,33.84,56.93,37.11,962.96
2025_10_9_13_30_39,2.86,195,0.68,2.49,-1.23,27.3,49.29,964.82,-0.1,1.7,33.88,56.88,37.11,963.07
2025_10_9_13_30_39,2.82,194,0.6,2.44,-1.26,27.26,49.31,964.81,3.1,0.2,33.86,56.89,37.11,963.19
2025_10_9_13_30_39,2.48,194,0.53,2.11,-1.19,27.22,49.29,964.82,0.5,-0.1,33.88,56.91,37.11,963.07
2025_10_9_13_30_39,2.37,194,0.48,1.99,-1.19,27.28,49.25,964.83,1,0.3,33.88,56.85,37.11,963.07
2025_10_9_13_30_39,2.64,193,0.54,2.26,-1.25,27.2,49.29,964.83,1,0.7,33.87,56.91,37.11,963.07
2025_10_9_13_30_40,2.67,190,0.42,2.38,-1.15,27.2,49.3,964.83,0.6,0.9,33.86,56.9,37.13,963.11
2025_10_9_13_30_40,2.71,191,0.48,2.39,-1.2,27.21,49.36,964.83,1.6,1.1,33.89,56.86,37.13,963.11
2025_10_9_13_30_40,2.64,192,0.47,2.29,-1.21,27.24,49.32,964.82,0.6,-0.3,33.89,56.91,37.13,962.99
2025_10_9_13_30_40,2.75,193,0.56,2.4,-1.23,27.23,49.3,964.83,1.2,-0.6,33.88,56.87,37.11,962.96
2025_10_9_13_30_40,2.59,193,0.5,2.25,-1.16,27.19,49.3,964.83,1.3,0.5,33.87,56.88,37.13,963.11
2025_10_9_13_30_41,2.62,192,0.5,2.31,-1.13,27.22,49.3,964.82,1,1.3,33.88,56.87,37.13,963.11
2025_10_9_13_30_41,2.59,193,0.55,2.3,-1.04,27.28,49.35,964.82,0.9,0.8,33.9,56.85,37.13,963.11
2025_10_9_13_30_41,2.58,191,0.44,2.28,-1.12,27.27,49.32,964.83,1.4,0.9,33.89,56.84,37.13,963.11
2025_10_9_13_30_41,2.61,192,0.48,2.27,-1.19,27.23,49.33,964.83,1.9,-2.1,33.89,56.87,37.15,963.03
2025_10_9_13_30_41,2.69,193,0.53,2.36,-1.17,27.26,49.3,964.83,1,1.1,33.89,56.92,37.13,963.11
2025_10_9_13_30_42,2.66,194,0.6,2.34,-1.1,27.24,49.34,964.83,2.7,-0.1,33.88,56.86,37.15,963.27
2025_10_9_13_30_42,2.47,193,0.5,2.22,-0.96,27.27,49.31,964.82,-0.7,0.4,33.88,56.85,37.13,963.11
2025_10_9_13_30_42,2.66,193,0.54,2.36,-1.11,27.23,49.3,964.82,1.3,0.2,33.88,56.88,37.13,962.99
2025_10_9_13_30_42,2.64,194,0.57,2.33,-1.1,27.23,49.29,964.84,2.2,-0.8,33.87,56.89,37.13,962.99
2025_10_9_13_30_42,2.5,192,0.5,2.26,-0.94,27.29,49.36,964.83,-0.9,1.4,33.89,56.86,37.15,963.03
2025_10_9_13_30_43,2.61,192,0.51,2.34,-1.06,27.29,49.35,964.84,1.8,0.9,33.88,56.87,37.15,963.03
2025_10_9_13_30_43,2.66,192,0.51,2.34,-1.14,27.23,49.36,964.82,1,-0.1,33.88,56.91,37.15,963.15
2025_10_9_13_30_43,2.7,192,0.5,2.38,-1.16,27.14,49.36,964.83,0.4,-0.4,33.9,56.9,37.15,963.15
2025_10_9_13_30_43,2.66,194,0.56,2.32,-1.19,27.24,49.32,964.84,1,0.4,33.89,56.86,37.15,963.03
2025_10_9_13_30_43,2.7,194,0.58,2.37,-1.16,27.24,49.34,964.83,1.4,0.7,33.9,56.87,37.15,963.15
2025_10_9_13_30_44,2.84,196,0.71,2.48,-1.2,27.28,49.33,964.82,0.6,0,33.88,56.85,37.15,962.92
2025_10_9_13_30_44,2.55,192,0.48,2.19,-1.21,27.28,49.33,964.82,1.1,-0.7,33.88,56.79,37.15,963.15
2025_10_9_13_30_44,2.67,192,0.5,2.36,-1.15,27.22,49.34,964.83,1.5,1.6,33.88,56.79,37.15,962.92
2025_10_9_13_30_44,2.72,193,0.55,2.43,-1.1,27.25,49.34,964.83,0.6,1.6,33.89,56.83,37.15,963.03
2025_10_9_13_30_44,2.6,193,0.55,2.3,-1.07,27.22,49.32,964.83,0.5,-0.2,33.88,56.77,37.15,963.03
2025_10_9_13_30_45,2.65,194,0.58,2.37,-1.03,27.25,49.33,964.83,2.1,0.8,33.86,56.77,37.16,963.07
2025_10_9_13_30_45,2.66,193,0.56,2.38,-1.05,27.19,49.39,964.83,0.9,-0.7,33.88,56.81,37.15,963.15
2025_10_9_13_30_45,2.62,194,0.56,2.34,-1.03,27.21,49.38,964.83,0.7,0.8,33.89,56.82,37.15,963.15
2025_10_9_13_30_45,2.34,194,0.53,2.14,-0.78,27.23,49.35,964.82,1.6,-0.3,33.89,56.82,37.16,963.19
2025_10_9_13_30_45,2.68,201,0.91,2.42,-0.71,27.27,49.35,964.82,-0.3,1,33.9,56.83,37.16,963.07
2025_10_9_13_30_46,3.08,207,1.33,2.66,-0.78,27.24,49.34,964.83,0.7,0.1,33.9,56.82,37.16,963.19
2025_10_9_13_30_46,2.73,203,1.04,2.4,-0.78,27.25,49.34,964.82,1.4,1.3,33.9,56.8,37.16,963.19
2025_10_9_13_30_46,2.57,200,0.86,2.3,-0.76,27.22,49.35,964.82,0.4,-1.2,33.88,56.78,37.15,963.03
2025_10_9_13_30_46,3.02,206,1.29,2.61,-0.81,27.22,49.35,964.83,2,1.1,33.91,56.84,37.16,963.07
2025_10_9_13_30_46,2.33,195,0.56,2.11,-0.81,27.19,49.34,964.82,0.2,0,33.9,56.84,37.16,963.07
2025_10_9_13_30_47,2.52,196,0.67,2.32,-0.71,27.17,49.38,964.81,1.6,0.2,33.88,56.8,37.16,963.07
2025_10_9_13_30_47,2.39,191,0.42,2.22,-0.78,27.22,49.35,964.82,1.8,1.4,33.89,56.83,37.16,962.96
2025_10_9_13_30_47,2.49,194,0.55,2.29,-0.82,27.22,49.38,964.82,0,0.6,33.9,56.78,37.16,963.07
2025_10_9_13_30_47,2.46,192,0.47,2.27,-0.81,27.2,49.35,964.81,1.4,1.5,33.9,56.79,37.16,963.19
2025_10_9_13_30_47,2.52,193,0.51,2.29,-0.92,27.26,49.35,964.81,1.7,-0.5,33.91,56.82,37.16,963.07
2025_10_9_13_30_48,2.5,191,0.44,2.22,-1.06,27.2,49.39,964.83,1.1,0.4,33.92,56.84,37.16,963.07
2025_10_9_13_30_48,2.64,193,0.55,2.34,-1.1,27.24,49.38,964.82,2,-0.3,33.92,56.81,37.16,963.07
2025_10_9_13_30_48,2.49,191,0.43,2.22,-1.04,27.23,49.37,964.83,0.4,1.3,33.92,56.82,37.18,963.11
2025_10_9_13_30_48,2.36,188,0.29,2.14,-0.97,27.21,49.37,964.82,2.2,1.5,33.92,56.81,37.18,962.99
2025_10_9_13_30_48,2.51,188,0.33,2.24,-1.08,27.18,49.37,964.83,0.8,0.3,33.95,56.8,37.18,963.11
2025_10_9_13_30_49,2.62,186,0.23,2.33,-1.19,27.17,49.38,964.82,2,1.3,33.93,56.83,37.18,962.99
2025_10_9_13_30_49,2.66,189,0.36,2.35,-1.19,27.19,49.34,964.83,1.3,0.2,33.93,56.75,37.18,963.11
2025_10_9_13_30_49,2.61,190,0.42,2.28,-1.2,27.25,49.34,964.82,1.4,0,33.93,56.74,37.18,963.23
2025_10_9_13_30_49,2.69,190,0.41,2.32,-1.29,27.23,49.34,964.82,1.4,0.3,33.94,56.8,37.18,963.11
2025_10_9_13_30_49,2.62,189,0.36,2.27,-1.26,27.21,49.38,964.83,1.3,0,33.94,56.79,37.16,963.07
2025_10_9_13_30_50,2.43,187,0.26,2.13,-1.15,27.2,49.37,964.83,1.9,0.7,33.92,56.81,37.18,963.11
2025_10_9_13_30_50,2.51,186,0.22,2.22,-1.14,27.2,49.35,964.83,1.2,2,33.93,56.79,37.2,963.15
2025_10_9_13_30_50,2.77,174,-0.28,2.54,-1.09,27.15,49.38,964.82,1.1,-1,33.93,56.74,37.18,962.99
2025_10_9_13_30_50,3.06,163,-0.84,2.78,-0.96,27.19,49.37,964.83,1.4,2.1,33.94,56.77,37.18,962.99
2025_10_9_13_30_50,2.74,171,-0.42,2.52,-0.97,27.18,49.35,964.83,1.1,-0.3,33.93,56.76,37.18,962.99
2025_10_9_13_30_51,2.48,186,0.22,2.19,-1.14,27.2,49.36,964.83,0.4,-1.1,33.94,56.76,37.18,963.11
2025_10_9_13_30_51,2.5,189,0.32,2.11,-1.3,27.23,49.35,964.83,1.1,1.6,33.94,56.74,37.2,963.15
2025_10_9_13_30_51,2.46,178,-0.08,2.17,-1.14,27.19,49.32,964.83,1.5,-0.7,33.91,56.74,37.18,962.99
2025_10_9_13_30_51,2.87,168,-0.54,2.64,-0.99,27.21,49.38,964.82,1,1.2,33.94,56.72,37.2,963.15
2025_10_9_13_30_51,2.69,187,0.31,2.36,-1.26,27.23,49.35,964.83,1.8,0.7,33.95,56.73,37.18,963.23
2025_10_9_13_30_52,2.47,185,0.21,2.24,-1.03,27.25,49.35,964.83,0.1,-0.7,33.93,56.7,37.2,963.03
2025_10_9_13_30_52,2.56,191,0.45,2.36,-0.88,27.25,49.36,964.82,1.4,0.8,33.94,56.73,37.2,963.03
2025_10_9_13_30_52,2.22,191,0.4,1.96,-0.96,27.22,49.33,964.83,1.3,0.2,33.94,56.72,37.2,963.15
2025_10_9_13_30_52,2.11,190,0.32,1.82,-1.02,27.22,49.32,964.82,0.1,0.7,33.94,56.72,37.2,963.15
2025_10_9_13_30_52,2.25,191,0.4,2,-0.96,27.23,49.36,964.82,2.1,1.8,33.94,56.7,37.2,963.03
2025_10_9_13_30_53,2.4,190,0.36,2.16,-0.98,27.23,49.37,964.83,1.4,-0.8,33.93,56.7,37.2,963.03
2025_10_9_13_30_53,2.62,190,0.4,2.25,-1.3,27.19,49.33,964.82,0.9,1.9,33.94,56.67,37.2,963.15
2025_10_9_13_30_53,2.67,191,0.43,2.3,-1.29,27.18,49.35,964.83,1.7,-0.7,33.95,56.75,37.2,963.27
2025_10_9_13_30_53,2.52,190,0.38,2.19,-1.19,27.2,49.35,964.83,0,0.5,33.95,56.76,37.21,963.07
2025_10_9_13_30_53,2.52,193,0.48,2.16,-1.2,27.24,49.32,964.83,2.1,0.1,33.94,56.73,37.2,963.03
2025_10_9_13_30_54,2.59,194,0.56,2.21,-1.22,27.22,49.33,964.84,0.6,0.4,33.93,56.73,37.21,963.07
2025_10_9_13_30_54,2.67,193,0.54,2.36,-1.13,27.21,49.32,964.82,1.1,1.3,33.92,56.67,37.2,963.03
2025_10_9_13_30_54,2.66,191,0.45,2.34,-1.19,27.2,49.33,964.82,1,0,33.93,56.66,37.2,963.03
2025_10_9_13_30_54,2.66,191,0.46,2.28,-1.3,27.22,49.38,964.81,0.1,0.9,33.94,56.68,37.21,962.96
2025_10_9_13_30_54,2.69,194,0.57,2.28,-1.31,27.22,49.32,964.83,2.3,-0.4,33.94,56.69,37.21,963.07
2025_10_9_13_30_55,2.52,185,0.18,2.18,-1.26,27.26,49.33,964.83,0.6,0.6,33.93,56.67,37.21,963.07
2025_10_9_13_30_55,2.46,187,0.27,2.15,-1.17,27.23,49.31,964.82,1.3,0.6,33.92,56.7,37.21,963.07
2025_10_9_13_30_55,2.52,189,0.37,2.24,-1.08,27.22,49.31,964.81,0.4,0.3,33.93,56.73,37.21,963.19
2025_10_9_13_30_55,2.5,188,0.3,2.21,-1.11,27.19,49.33,964.82,0.9,0.8,33.93,56.66,37.21,963.07
2025_10_9_13_30_55,2.56,191,0.41,2.22,-1.22,27.24,49.31,964.81,0.9,1.1,33.93,56.71,37.21,963.07
2025_10_9_13_30_56,2.61,189,0.34,2.21,-1.36,27.21,49.34,964.8,-0.2,0.7,33.94,56.68,37.21,962.96
2025_10_9_13_30_56,2.5,189,0.34,2.12,-1.27,27.2,49.31,964.8,2,0,33.93,56.67,37.21,963.07
2025_10_9_13_30_56,2.42,189,0.35,2.09,-1.17,27.18,49.35,964.8,0,1.6,33.95,56.74,37.21,963.07
2025_10_9_13_30_56,2.45,184,0.14,2.15,-1.17,27.19,49.33,964.8,1.7,-0.1,33.94,56.66,37.21,963.07
2025_10_9_13_30_56,2.52,176,-0.17,2.33,-0.93,27.28,49.35,964.82,0.7,1.4,33.95,56.67,37.21,963.19
2025_10_9_13_30_57,2.34,180,-0.01,2.21,-0.77,27.3,49.33,964.81,1.7,-0.7,33.95,56.7,37.21,962.96
2025_10_9_13_30_57,3.04,162,-0.92,2.78,-0.81,27.24,49.36,964.81,1.5,-0.1,33.94,56.66,37.21,962.96
2025_10_9_13_30_57,3.04,162,-0.88,2.77,-0.91,27.22,49.34,964.8,1.5,0.9,33.94,56.65,37.21,962.96
2025_10_9_13_30_57,2.49,186,0.22,2.23,-1.09,27.24,49.31,964.81,0.2,-0.3,33.96,56.68,37.21,962.96
2025_10_9_13_30_57,2.42,186,0.23,2.11,-1.17,27.26,49.34,964.8,1.9,1.8,33.95,56.67,37.21,963.07
2025_10_9_13_30_58,2.99,165,-0.71,2.73,-0.96,27.2,49.35,964.81,1.3,-0.2,33.94,56.62,37.23,962.99
2025_10_9_13_30_58,3.27,156,-1.28,2.91,-0.73,27.23,49.35,964.81,1.4,1.5,33.96,56.72,37.23,963.11
2025_10_9_13_30_58,3.23,157,-1.25,2.88,-0.73,27.25,49.35,964.82,1.6,0.9,33.97,56.66,37.23,963.11
2025_10_9_13_30_58,3.2,159,-1.12,2.88,-0.83,27.24,49.36,964.81,0.4,0.4,33.97,56.64,37.23,962.99
2025_10_9_13_30_58,3.19,161,-1.02,2.9,-0.85,27.19,49.31,964.81,1,2.5,33.99,56.68,37.23,962.99
2025_10_9_13_30_59,3.35,157,-1.26,2.99,-0.84,27.21,49.34,964.81,1.9,-0.8,33.96,56.67,37.23,962.99
2025_10_9_13_30_59,3.32,157,-1.25,2.97,-0.8,27.23,49.31,964.81,0.6,0.8,34,56.73,37.23,963.11
2025_10_9_13_30_59,3.07,163,-0.88,2.81,-0.9,27.2,49.38,964.82,1.4,0.2,33.99,56.63,37.23,963.11
2025_10_9_13_30_59,2.77,169,-0.47,2.55,-0.98,27.17,49.33,964.81,0.7,-0.2,33.99,56.65,37.23,962.99
2025_10_9_13_30_59,2.36,185,0.2,2.1,-1.05,27.19,49.34,964.81,0,2.1,33.99,56.66,37.23,963.11
2025_10_9_13_31_0,2.5,187,0.28,2.22,-1.11,27.22,49.34,964.81,2.1,0.7,33.99,56.69,37.23,962.99
2025_10_9_13_31_0,2.47,187,0.27,2.21,-1.05,27.26,49.33,964.81,0.3,0.2,33.99,56.68,37.23,963.11
2025_10_9_13_31_0,2.58,187,0.3,2.28,-1.16,27.23,49.31,964.82,1.8,1.3,34,56.66,37.23,963.11
2025_10_9_13_31_0,2.42,182,0.06,2.24,-0.93,27.2,49.32,964.81,1.4,-0.5,34.01,56.64,37.23,962.99
2025_10_9_13_31_0,2.47,190,0.39,2.14,-1.17,27.24,49.36,964.82,0.6,0.3,34,56.61,37.23,963.11
2025_10_9_13_31_1,2.63,193,0.53,2.23,-1.28,27.26,49.33,964.82,1.3,0.9,33.99,56.69,37.23,963.11
2025_10_9_13_31_1,2.65,192,0.47,2.32,-1.2,27.25,49.35,964.82,0.9,-0.1,34,56.64,37.23,963.11
2025_10_9_13_31_1,2.88,192,0.55,2.5,-1.33,27.19,49.34,964.81,1.5,3.1,33.99,56.62,37.23,963.11
2025_10_9_13_31_1,2.91,194,0.65,2.52,-1.29,27.21,49.35,964.81,1,-0.7,33.97,56.58,37.23,962.99
2025_10_9_13_31_1,2.84,195,0.68,2.51,-1.14,27.25,49.35,964.82,0.5,1.2,33.97,56.61,37.25,963.15
2025_10_9_13_31_2,2.8,194,0.6,2.46,-1.18,27.26,49.32,964.81,2,-0.1,33.97,56.62,37.25,963.15
2025_10_9_13_31_2,2.81,193,0.56,2.47,-1.23,27.14,49.32,964.81,-0.3,0,33.98,56.62,37.25,963.15
2025_10_9_13_31_2,2.69,193,0.53,2.35,-1.19,27.24,49.34,964.82,1.4,1.6,33.96,56.54,37.25,962.92
2025_10_9_13_31_2,2.29,197,0.58,1.92,-1.1,27.25,49.35,964.82,1.2,0.2,33.99,56.64,37.25,963.03
2025_10_9_13_31_2,2.1,201,0.64,1.71,-1.04,27.28,49.31,964.83,0.6,0,33.98,56.63,37.25,963.15
2025_10_9_13_31_3,2.34,199,0.64,1.91,-1.19,27.21,49.33,964.82,1.5,0.9,33.97,56.6,37.25,963.03
2025_10_9_13_31_3,2.36,196,0.55,1.98,-1.16,27.23,49.38,964.83,2.2,-1.3,33.96,56.59,37.25,963.15
2025_10_9_13_31_3,2.42,194,0.54,2.07,-1.12,27.2,49.34,964.82,-0.1,1.4,33.97,56.61,37.25,963.03
2025_10_9_13_31_3,2.24,199,0.67,1.9,-0.98,27.28,49.35,964.83,1.1,0.6,34,56.57,37.27,963.07
2025_10_9_13_31_3,2.09,191,0.35,1.76,-1.07,27.28,49.32,964.82,1.4,0.5,33.98,56.63,37.25,963.15
2025_10_9_13_31_4,2.27,201,0.68,1.81,-1.18,27.28,49.33,964.82,0.6,-0.1,33.98,56.6,37.25,963.03
2025_10_9_13_31_4,2.66,199,0.76,2.26,-1.17,27.29,49.33,964.82,0.1,0.3,33.99,56.62,37.27,963.19
2025_10_9_13_31_4,2.6,197,0.66,2.21,-1.19,27.26,49.34,964.8,1.6,1.1,33.97,56.63,37.27,963.07
2025_10_9_13_31_4,2.58,195,0.58,2.23,-1.17,27.28,49.35,964.81,0.3,-1,33.97,56.59,37.25,963.03
